Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
ECO ,ECO 401     ,Independent Study  ,A,UG16,
ECO ,ECO 402     ,Research Participation  ,A,UG16,
ECO ,ECO 405     ,Labor Economics & Public Policy  ,A,UG16,Why are some professions paid more? How do you identify wage discrimination? How do you design policies that encourage individuals to work but provide a safeguard from poverty? Is immigration helpful or hurtful for a nation��s economy? We study these and other policy questions by building a theoretical model of the labor market and gathering empirical evidence.
,,,,,
,,,,,
ECO ,ECO 406     ,Micro Theory:The Case of Sports  ,A,UG16,"Through a study of the extensive literature on the economics of college and professional sports, various topics in macroeconomic theory, such as monopoly and cartels, racial discrimination, and the relationship between earnings and productivity are examined. The class emphasizes the mastery of the tools of economic analysis as well as the historical and institutional factors peculiar to sports. Prerequisite: ECO 220.
"
,,,,,
,,,,,
ECO ,ECO 407     ,Public Policy Economics  ,A,UG16,
ECO ,ECO 410     ,Economic Journalism  ,A,UG16,"Application of micro- and macroeconomic theory to the description and analysis of local, national, and world issues. Through a series of assignments made as if the student were the economics reporter for a large newspaper, the course fosters a capacity for rigorous economic reasoning and clear, precise writing. Prerequisite: ECO 210, 220.
"
,,,,,
ECO ,ECO 415     ,Polit Econ of Economic Democracy  ,A,UG16,"An ethical, political, and economic appraisal of worker ownership and control of the production process. Both comparative and noncomparative approaches are used in an attempt to establish the possibilities of workplace democracy. Prerequisite: ECO 110.
"
,,,,,
ECO ,ECO 420     ,International Trade  ,A,UG16,"A course covering the real side of international economics. The first half of the course focuses on theory, discussing models of the determinants and patterns of international trade. The second half of the course is policy oriented, and considers the relative efficiency of trade policy options, the relationship between trade and development, international trade agreements and organizations, trade and the environment, and the politics of trade. Prerequisite: ECO 220. ECO 210 is recommended."
,,,,,
,,,,,
ECO ,ECO 425     ,Real Estate Finance & Investment  ,A,UG16,"This course covers the foundations of real estate finance and investment. Topics include the legal framework of the market, the residential housing market, the commercial and income producing market, real estate development, the associated financial markets, and government policy. Prerequisite: ECO 260 and ECO 340."
,,,,,
ECO ,ECO 430     ,Money and Banking  ,A,UG16,"A study of the behavior of financial institutions including commercial banks, savings and loans, the Federal Reserve, and the U.S. Treasury, and the role of money in macroeconomic stabilization theory and policy. Prerequisite: ECO 110, 210.
"
,,,,,
ECO ,ECO 431     ,Topics in Monetary Economics  ,A,UG16,"This course focuses on monetary policy within the United States during three different time periods: The great depression, the great Moderation, and the Great Recession. We will look at how the Federal Reserve responded to the great depression, what it learned from it, and how it  shaped its response to the great recession of 2008. The course will look at some influential monetary theories, and provide an historical perspective on the evolution of the monetary system within the United States, and the creation of the Federal Reserve. Prerequisite: ECO 210."
,,,,,
,,,,,
ECO ,ECO 435     ,Theory of Investments  ,A,UG16,"Valuation of investment opportunities considering risk and return. Focus is on equity and fixed income securities, portfolio construction, and investment planning. Prerequisite: ECO 110; ECO 260 or permission of the instructor. 
"
,,,,,
ECO ,ECO 440     ,Public Finance  ,A,UG16,"A study of the efficiency and equity aspects of government finance and public expenditures and revenues, stressing various taxes at the federal, state, and local levels. Prerequisite: ECO 110, 220.
"
,,,,,
ECO ,ECO 444     ,Valuation Theory and Practice  ,A,UG16,"The course will review in detail three specific theoretical methodologies used to value an entity including the discounted cash flow method, the market approach method, and the leveraged buyout method. To promote active learning, the course will apply the three valuation methods to the actual acquisition of a specific entity by another entity. Students will daily discuss in class the merits of the transaction by applying the three valuation methodologies. Prerequisite: ECO 260 and ECO 340."
,,,,,
,,,,,
ECO ,ECO 445     ,Managerial Finance  ,A,UG16,"A study of how firms efficiently manage their financial resources and maximize the value of their owner��s investment. Capital budgeting, capital structure, and working capital management are the three fundamental management decisions discussed. Specific topics include financial statement analysis, long- and short-term financial planning, valuation, risk and return, cost of capital, mergers and acquisitions, international finance and options. Prerequisite: ECO 260 or permission of the instructor.
"
,,,,,
,,,,,
ECO ,ECO 450     ,Eco.Analysis/Antitrust Legislat.  ,A,UG16,"Details the theoretical analysis of perfectly competitive markets and monopolies. The second part of the course deals with antitrust legislation and an analysis of firms deemed monopolies by the government, including a review of the Microsoft case. Prerequisite: ECO 110.
"
,,,,,
ECO ,ECO 451     ,Eco.Anthro.:Evolution of Tourism  ,A,UG16,"Economic anthropology analysis of the evolution of tourism from low-impact sites through mass tourist sites. Analysis emphasizes the combined applications of the principles of cultural anthropology and of economics to case studies, with particular attention to sustainable development issues in their cultural, economic, and ecological contexts. The course includes a week-long trip to Florida for a case study of the Seminole Indians. Prerequisite: ECO 110.
"
,,,,,
,,,,,
ECO ,ECO 453     ,The Entrepreneur and the Economy  ,A,UG16,"The role of the entrepreneur in a market economy is examined. Topics covered may include the impact of entrepreneurs on economic development, risk-taking and its encouragement, the diffusion of innovation, and the creation of innovative organizations. Prerequisite: ECO 110 and 220 or permission of the instructor.
"
,,,,,
ECO ,ECO 454     ,International Develpmt & Poverty  ,A,UG16,"A study of the leading issues in international economic development, with an emphasis on the distribution of poverty across countries. Students become familiar with the various indicators of economic development and national wellbeing, as well as the extent of poverty in different parts of the world, the reasons that poverty persists, and the various means of alleviating it. Offered in Jamaica.
"
,,,,,
,,,,,
ECO ,ECO 455     ,Experimental Economics  ,A,UG16,"An introduction to issues, methodology, and especially, applications in the field of experimental economics. Daily experiments and simulations explore bargaining, auctions, competition, market failures, voting, contributions to public goods, lottery choice decisions, and similar topics. Through experimental design and data analysis, student understanding of microeconomics will be reinforced. Prerequisite: ECO 110.
"
,,,,,
,,,,,
ECO ,ECO 456     ,Game Theory  ,A,UG16,"A theoretical analysis of strategy and design for primarily noncooperative games with applications to voting, bargaining, business tactics, legal disputes, auctions, cost allocation, and trading. Prerequisite: ECO 110 and MAT 140 or equivalent. 
"
,,,,,
ECO ,ECO 457     ,The Economics of Tourism  ,A,UG16,"Study of resources allocation, income distribution, natural environment capital, and socioeconomic consequences of tourism activities. Course topics focus on site observations and case studies of major tourist destinations included in Centre college's foreign study program based in the Yucatan.
"
,,,,,
ECO ,ECO 459     ,Regulating the Environment: The Economist's Perspective ,A,UG16,"This course examines how legislative rulings regarding the environment impact economic activity. A primary focus is on how environmental regulation impacts firm behavior, market structure, and competition in affected industries, in addition to the economic benefits of regulation. Case studies done on the major United States environmental regulations of the past sixty years, as well as that of some international treaties, help students understand the motivation, implementation, success, and unintended consequences of such regulations. Prerequisite: ECO 110; ECO 220 recommended.
"
,,,,,
,,,,,
ECO ,ECO 460     ,International Finance  ,A,UG16,"A survey of characteristics of international finance with particular attention to international mediums of exchange and exchange rates in a global economy. Topics include fixed and flexible exchange rates, balance of payments, interest-rate parity, purchasing-power parity, exchange risk management, capital flows, and Eurocurrency banking. Prerequisite: ECO 210 and MAT 130.
"
,,,,,
,,,,,
ECO ,ECO 465     ,Corporate Finance  ,A,UG16,"This course deals with the foundations of finance, both in theory and in practice. Special emphasis is reserved for the two most important decisions taken by every firm: 1) the capital budgeting decision and 2) the financing decision. Risk measurement, evaluation, and management are integral parts of the course of study. Prerequisite: ECO 110 and ECO 260. 

"
,,,,,
,,,,,
ECO ,ECO 468     ,Risk Management & Insurance  ,A,UG16,"A formal introduction to risk management and insurance. The course evaluates life, health, retirement, property, and liability exposures at the individual, firm, and societal levels. The role and characteristics of insurance in risk management are analyzed.  In addition, the legal and business framework of the insurance industry is explored. Prerequisite: ECO 210, 220.
"
,,,,,
,,,,,
ECO ,ECO 470     ,Managerial Economics  ,A,UG16,"Development and practical application of tools of supply, demand, cost, capital, and profit analysis to organizational decision-making. Additionally, a study of the problems of economic measurement and forecasting methods, business planning, and product strategy. Prerequisite: ECO 110."
,,,,,
ECO ,ECO 475     ,Financial Markets & Institutions  ,A,UG16,"A survey of financial instruments, markets, and institutions. Approximately equal emphasis is placed on descriptive and theoretical material. Topics include money and capital markets, yield curves, interest rate risk management, futures markets, depository institutions, mutual and pension funds, insurance companies and finance companies. While the primary focus is on U. S. financial markets, the course also considers elements of foreign financial markets. Prerequisites: ECO 260; ECO 340 or 435."
,,,,,
,,,,,
ECO ,ECO 480     ,Industrial Organization  ,A,UG16,"A theoretical and empirical analysis of the structure of industrial markets and the behavior of business firms. Topics include strategic behavior, mergers, product differentiation, pricing, entry, and advertising. Prerequisite: ECO 220 or permission of the instructor.
"
,,,,,
ECO ,ECO 498     ,Special Topics Abroad  ,A,UG16,
ECO ,ECO 500     ,Senior Seminar  ,A,UG16,"The senior seminar builds on student work in economics, finance, and in the liberal arts. Its primary purpose is reflection on economics as a discipline via a dialogue-seminar format and original research. This experience will provide significant opportunities to improve skills in economic and financial analysis, research, writing, and verbal expression. In addition to original research, each student is asked to present and discuss findings from seminal articles and books in the fields of economics and finance. In this culminating course, students are expected to identify important questions, understand various methodologies, apply the analytical and empirical tools of economics and finance to seek answers resourcefully, and to disseminate credible results."
,,,,,
,,,,,
,,,,,
EDU ,EDU 224     ,Fine Arts/Elem-Content & Methods  ,A,UG16,"This course deals with Kentucky's Fine Arts Core Content as it relates to the visual arts (two-dimensional, three-dimensional, processes, elements and design principles), to music (elements and principles) and to movement (dance and rhythm). Fine arts from different cultures, periods, and styles are included. The foci of the course is 1) theories on how children learn the fine arts, 2) teaching fine arts concepts and skills to children, 3) creation and performance in the fine arts, and 4) integrating fine arts into the elementary classroom and curriculum. Prerequisite: HUM 110 & 120; EDU 227, or 228, or concurrently. Open only to elementary education majors.
"
,,,,,
,,,,,
EDU ,EDU 226     ,Technology and Education  ,A,UG16,"An introduction to the use of technology in the classroom. This course provides future teachers with the understanding and skills they need to successfully employ technological solutions to curricular challenges. It is expected that students will already possess a basic understanding of the more traditional educational technologies; therefore, this course focuses upon emerging technologies and computer-based resources. Successful completion of this course fulfills the computer competency requirement for Kentucky teachers. Prerequisite: EDU 227, or 228, or concurrently. This course is open only to sophomores and juniors seeking teacher certification at Centre College.
"
,,,,,
,,,,,
,,,,,
EDU ,EDU 227     ,Practicum & Intro to Education  ,A,UG16,"A required field experience serves as a foundation for exploring American education. One focus of the course is educational change using the Kentucky Education Reform Act as an example.  Among the major topics covered are conflicting goals and assumptions in schooling, the governace and organization of schooling, teaching as a profession, the reflective process, and desired changes in schooling."
,,,,,
,,,,,
EDU ,EDU 228     ,Educational Psychology  ,A,UG16,"A study of the theories of child and adolescent development as applied to learning and teaching. Additional topics addressed in the course include the meaning of intelligence, effective teaching strategies and motivation, and multicultural and social issues and their effects on classrooms. A required field experience connects theory and practice.
"
,,,,,
,,,,,
EDU ,EDU 250     ,Spanish Lang & Rural Education  ,A,UG16,"As a first component of the course, education students, in collaboration with a Spanish-speaking student, will teach basic math and English to a range of elementary grades in a small Costa Rican town.  Students will apply appropriate adaptive skills in lesson planning and classroom management.  During the second component of the course and in a different location bordering a national park, students will participate in an environmental awareness project through the Corcovado Foundation. 
Open to students who have paid the deposit for this off-campus program.
"
,,,,,
,,,,,
EDU ,EDU 251     ,Ghana: Education & Environment  ,A,UG16,"Within a community-based framework, students explore the state of environmental education as well as education in general for a developing nation. The course seeks to prepare not only future educators but all students as lifelong learners within a global society. Students are asked to observe and analyze another culture without being judgmental. In response to specifically framed journal questions, students have the opportunity to enhance their critical thinking skills and written communication. Collaboratively students choose environmental topics of focus such as rain capture, water purification, pollution, and/or littering to develop hands-on activities that address appropriate curriculum objectives. Students culminating work is the implementation of their activities in a rural Ghanaian school. In addition, students have the opportunity to learn about the culture as they interact with family members in their homestay, teach in the rural village of Avedo, and tour local/regional sites. Open to students who have paid the deposit for this off-campus program."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
EDU ,EDU 252     ,Mexican Education/Teaching ESL  ,A,UG16,
EDU ,EDU 265     ,Education Policy & Social Change  ,A,UG16,"This course explores the relationship between education policy and social change. Central questions include: Who controls debates around education? Does education follow social changes or create them? How can we understand gaps between policies and practices? The class examines contemporary and historical debates surrounding education policy and studies education policies in both the United States and abroad. Specific policy issues discussed include school desegregation, homeschooling, and language of instruction. Students also have opportunities to shape the class according to their own policy interests."
,,,,,
,,,,,
EDU ,EDU 270     ,The Autism Puzzle  ,A,UG16,"Students explore myths and realities of autism spectrum disorder including an examination of variation in the disorder and a historical perspective through pioneers in the field. The vaccination controversy, economic and international aspects, societal and family impact, environmental issues, educational and policy concerns, and other implications of the biology and psychology of autism are explored. Students have an opportunity to examine an area of interest related to autism. Prerequisite: Sophomore standing."
,,,,,
,,,,,
EDU ,EDU 275     ,Education Advocacy & Nonprofits  ,A,UG16,
EDU ,EDU 280     ,The Superhero: A Role Model?  ,A,UG16,"What educational issues arise when we view superheroes as models of ��truth, justice, and the American way?�� Students will study the superhero phenomenon through the lens of education and educational psychology including gender, social, and moral development of children and adolescents. Questions to be explored include: What do educational theorists tell us about models and development? Do superhero morals positively impact students in classrooms? What impact do successful superhero films and comics have on child and adolescent development? What role do superheroes play in the gender and ethnic identity development of today��s students? In what ways might superheroes be incorporated into classroom curriculum? Why might schools choose to ban superheroes?"
,,,,,
,,,,,
,,,,,
EDU ,EDU 285     ,Voices of Diversity inClassrooms  ,A,UG16,"While U.S. school populations continue to become more and more diverse, the books read in classrooms frequently represent the majority only. The focus of this class is on representations of traditionally underrepresented groups in school curriculum (including but not limited to those of African, Asian, Latino/a, Native American, and Middle Eastern origins) with classroom applications. The critical analysis of selected texts and illustrations in multicultural children��s and adolescent literature will enhance students�� ability to influence all children��s and adolescents�� reading of diverse representations of culture, ethnicity, socioeconomic status, religion, disability, gender, and sexuality. Strategies for incorporation of a diverse reading list in a multicultural curriculum will challenge students to explore the impact of book choices on classrooms. Concerns raised by parents and controversies such as book banning and their implications for students and classrooms also will be investigated."
,,,,,
,,,,,
,,,,,
,,,,,
EDU ,EDU 290     ,Imagine/Create/Connect/Perform  ,A,UG16,"This course incorporates literacy with the concepts and skills of art, music and drama education. We will examine and implement the ��Performance Cycle�� pedagogical approach that was first developed at Brown University.  Students explore the pedagogy learning how the process of the art forms allows for deeper contextual comprehension.During the term as we mentor a group of P-12 students through the ��Performance Cycle,�� we will put theory into practice. Students�� final work will be exhibited for the larger community in the form of art, music or drama. This course will be very interactive and community-based! This course is appropriate for students interested in drama, dance, music, art, and/or literature; future educators attentive to innovative strategies for both teaching and learning; psychology majors or education minors interested in the effects of kinesthetic approaches to learning on cognitive development or the connection between the arts and learning."
,,,,,
,,,,,
,,,,,
,,,,,
EDU ,EDU 295     ,Global Perspectives on Education  ,A,UG16,"Education can be a tool for promoting world peace, contributing to poverty reduction, and fostering equality. It can also be used to reify difference, reinforce hierarchy, and devalue local knowledge. In this course, we will investigate differences in education systems worldwide, examine and evaluate transnational education projects, and consider the role that supranational entities such as the World Bank and UNESCO play in promoting educational change. We will also ask whether and how legitimate comparison of educational systems across national contexts is possible. This class will focus primarily on countries of the Global South, but student interests will influence countries used in case studies."
,,,,,
,,,,,
,,,,,
EDU ,EDU 330     ,Diversity/Inclusion in Classroom  ,A,UG16,"This course serves as an introduction to special education and to the design and adaptation of instruction to meet the diverse needs and learning styles of all students. State and federal regulations for the identification and placement of exceptional children in the least restrictive environment are studied. Equitable tests, testing procedures, and Individual Education Plans are studied. Reading, understanding, and evaluating research is also included. A field component is required. Prerequisite: Admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 332     ,Reading in the Elementary  ,A,UG16,"The course emphasizes the teaching and learning of language concepts, strategies, and skills for the elementary student. Language development is studied with a focus on the interrelationship of receptive and expressive skills. Students examine, evaluate, and use language arts resources; develop, select, and use a variety of authentic assessment procedures for the language arts; and plan strategies for organizing an integrated language arts curriculum. A field component is required. Prerequisite: Admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 333     ,Instructional Design: Literacy & Learning ,A,UG16,
EDU ,EDU 334     ,Curriculum Development/Elem Sch  ,A,UG16,"A survey of the teaching/learning process in the elementary school with emphasis given to developmentally appropriate curriculum and instruction in social studies, mathematics, and science.
"
,,,,,
EDU ,EDU 335     ,"Sec Edu Planning, Evaluation, & Classroom Management ",A,UG16,"A study of the general methods used in planning, teaching, and evaluating lessons and practice of these methods in classrooms and microteaching. Other topics include the use of technology in teaching, observation and reflection techniques, and unit planning. A field component is required. Prerequisite: Admission to the Education Program.
"
,,,,,
EDU ,EDU 336     ,"Elem Ed Planning, Evaluation, & Classroom Management ",A,UG16,"The study of developmentally appropriate curriculum in the elementary classroom from national standards to local school district requirements and resources. Meeting individual student needs and integrating across disciplines is also included. Standardized testing as well as student assessment including scoring rubrics, recordkeeping and student/parent feedback is addressed. Lesson plans and unit plans are developed. Theories of classroom discipline and observations in schools assist in the development of appropriate procedures and routines as well as techniques for building a sense of community in the elementary classroom. Prerequisite: EDU 227, 228 and admission to the Education Program.
"
,,,,,
,,,,,
,,,,,
EDU ,EDU 337     ,"Instructional Design: Planning, Evaluating & Managing Learning ",A,UG16,
EDU ,EDU 342     ,Language Arts Methods  ,A,UG16,"Designed to prepare students to teach language arts or English in schools, this course emphasizes the planning and implementation of curriculum along with a variety of methods to teach it. Interdisciplinary planning is stressed. Students work with state and national standards and recommendations, and they locate, evaluate, and use curricular resources including resources dealing with minority groups. Disputes and competing approaches are included. Using research findings, students develop diagnostic instructional practices, particularly related to the teaching of reading, literature, and the writing process. A field component is required. Prerequisite: EDU 336 or EDU 335 and admission to the Education Program.
"
,,,,,
,,,,,
,,,,,
EDU ,EDU 343     ,Science Methods  ,A,UG16,"Designed to prepare students to teach science in schools. Topics include national standards, science concepts, resources including the use of technology, instructional strategies and assessment of student knowledge and skills, and integration of science with other content areas. A field component is required. Prerequisite: EDU 336 or EDU 335 and admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 344     ,Social Studies Methods  ,A,UG16,"Designed to prepare students to teach social studies in schools. This course emphasizes competing approaches in both social studies curriculum and methods. Recommendations as well as state and national standards from social studies professional groups are studied. Students become aware of and able to use resources available to social studies teachers, such as ERIC, the materials of the National Archives, History Alive! and other primary sources, and materials by other groups such as those that deal with black history, local history, women's history, Native American history, Hispanic history, etc. In order to plan, teach, and assess lessons, a field component is required. Prerequisite: EDU 336 or EDU 335 and admission to the Education Program.
"
,,,,,
,,,,,
,,,,,
EDU ,EDU 345     ,Math Methods  ,A,UG16,"Designed to prepare students to teach mathematics in schools. The standards and methods advocated by the National Council of Teachers of Mathematics are analyzed as part of the study of changes in math curriculum and methods. In addition to studying content, topics include instructional strategies and resources, such as manipulatives, use of technology such as Geometer's Sketchpad, and assessment of student knowledge and skills. A field component is required. Prerequisite: EDU 336 and MAT 210 or EDU 335 and admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 349     ,Special Methods in Education  ,A,UG16,"A course dealing with curriculum, models of teaching, technology, resources for teaching, research underlying teaching, and special methods in the student��s teaching major. Attention is given to new demands on teachers such as those of the Kentucky Education Reform Act. Considerable time is spent in clinical experiences in local public schools where students teach, tutor, and serve as aides. Normally this course will be limited to art and foreign languages methods. Prerequisite: EDU 335 and admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 350     ,Practicum & Research inEducation  ,A,UG16,
EDU ,EDU 382     ,History of Higher Education  ,A,UG16,"An examination of the development and history of higher education with an emphasis on the United States. Topics include the history of Western European higher education, colonial and antebellum colleges, development of universities, administration and student life, and growth of higher education in the twentieth-century. Investigation of Centre College as a model of higher education will also be incorporated. Prerequisite: One EDU or HIS course. "
,,,,,
,,,,,
EDU ,EDU 400     ,Directed Study  ,A,UG16,
EDU ,EDU 401     ,Independent Study  ,A,UG16,
EDU ,EDU 402     ,Research Participation  ,A,UG16,
EDU ,EDU 440     ,Geography for Teachers  ,A,UG16,"A course to give students the background to teach geography at the secondary school level. The course deals with map and globe skills, physical geography, human geography, and regional geography. The course prepares students to take the geography portion of the PRAXIS social studies examination. Prerequisite: Admission to the Education Program.
"
,,,,,
,,,,,
EDU ,EDU 551     ,Elementary Sch Student Teaching Seminar in Analysis of Teaching ,A,UG16,"Student teaching occurs during the long term. Weekly seminars examine such topics as analysis of teaching situations, working with parents, self-reflection, and professional expectations. Preparation of a professional development portfolio is required. Prerequisite: completion of coursework, approval of the Education Program faculty and the Teacher Education Committee.
"
,,,,,
,,,,,
EDU ,EDU 553     ,K-12 Student Teaching & Seminar in the Analysis of Teaching ,A,UG16,"Candidates for P-12 certification, in their senior year, spend one long term as student teachers in cooperating schools. Student teaching must be done in at least two of the three school levels��elementary, middle, and secondary. Included is a weekly seminar devoted to the role of the teacher and the analysis of teaching. Prerequisite: Approval of the subject area program committee, the Education Program faculty, and the Teacher Education Committee.
"
,,,,,
,,,,,
EDU ,EDU 555     ,Secondary School Student Teachng Seminar in Analysis of Teaching ,A,UG16,"Candidates for secondary certification, in their senior year, spend one long term as student teachers in cooperating schools. Included is a weekly seminar devoted to the role of the teacher and the analysis of teaching. Prerequisite: Approval of the subject area program committee, the Education Program faculty, and the Teacher Education Committee.
"
,,,,,
,,,,,
ENG ,ENG 140     ,Fundamentals of Poetry Writing  ,A,UG16,"A workshop class devoted to the writing of poetry and to relevant readings designed to guide and inspire the beginning writer.
"
ENG ,ENG 150     ,Fundamentals of Fiction Writing  ,A,UG16,"A workshop class devoted to the writing of short stories and to relevant readings designed to guide and inspire the beginning fiction writer.  Taught by William Henry Lewis, author of two short story collections, In the Arms of our Elders and I Got Somebody in Staunton .
"
,,,,,
ENG ,ENG 170     ,Topics in Writing  ,A,UG16,"A course in college-level writing that emphasizes building effective arguments, integrating sources effectively, and writing English prose with clarity and control.  Students will practice writing in various modes and genres, with special attention to the conventions of academic and scholarly writing.  


"
,,,,,
,,,,,
ENG ,ENG 205     ,Children's & Adolescent Lit  ,A,UG16,"An introduction to the field of juvenile literature intended for prospective teachers stressing the various genres of children's and adolescent literature, critical analyses of selected texts and illustrations, and the teaching of juvenile literature in the K-12 classroom.
"
,,,,,
ENG ,ENG 210     ,British Literature-I  ,A,UG16,"Survey of major works of British literature from the medieval period to the 20th century, with emphasis upon understanding and evaluating literary works in their historical and cultural backgrounds. Together with ENG 230, provides a general introduction to prosody, the vocabulary of literary analysis, and the varieties of literary criticism.
"
,,,,,
ENG ,ENG 215     ,History of the English Language  ,A,UG16,"A study of the history of the English language, from its most distant origins in Indo-European to the present. Emphasis both on changes to vocabulary, grammar, and pronunciation over time and on how the language mirrors historical and cultural change. Each student completes an independent research project.  Typical topics might include study of a regional dialect of American English (Appalachian and Kentucky dialects, Tidewater dialects, California English, Gullah, etc.), the English Only controversy, the history and structure of African American Vernacular English, the history of efforts to eliminate gender bias from the language, the history of English dictionaries, the use of English dialects by particular literary authors (Twain, Faulkner, Joyce, Zora Neale Hurston), language and the internet, the future of English as a world language, and the history of English obscenities. No prerequisites."
,,,,,
,,,,,
,,,,,
,,,,,
ENG ,ENG 220     ,British Literature-II  ,A,UG16,"Survey of major works of British literature from the medieval period to the 20th century, with emphasis upon understanding and evaluating literary works in their historical and cultural backgrounds. Together with ENG 230, provides a general introduction to prosody, the vocabulary of literary analysis, and the varieties of literary criticism.
"
,,,,,
ENG ,ENG 230     ,American Literature  ,A,UG16,"Survey of major works of American literature from its beginnings to the 20th century, with emphasis upon understanding and evaluating literary works in their historical and cultural backgrounds. Together with ENG 210, 220, provides a general introduction to prosody, the vocabulary of literary analysis, and the varieties of literary criticism.
"
,,,,,
ENG ,ENG 235     ,Topics: Lit in Translation  ,A,UG16,
ENG ,ENG 246     ,The Poetry of Today  ,A,UG16,"In this class, we will read a range of diverse, contemporary poetic voices and styles, identify some of the contemporary trends and ��schools�� of poetry writing (and decide what we think of them), learn to write and speak critically and appreciatively about poetry, write poems and creative prose, and become better readers and reciters of poems. Written requirements will differ based upon whether the class is being taken for English or for creative writing credit. "
,,,,,
,,,,,
ENG ,ENG 269     ,London: A History in Mystery  ,A,UG16,
ENG ,ENG 298     ,Seminar Topics Abroad  ,A,UG16,
ENG ,ENG 299     ,Special Topics Abroad  ,A,UG16,
ENG ,ENG 301     ,Shakespeare-I  ,A,UG16,"A study of the development of Shakespeare as dramatist, with emphasis on the histories and romantic comedies. (Also listed as DRA 331.)
"
ENG ,ENG 302     ,Shakespeare-II  ,A,UG16,"A study of the mature Shakespeare, with emphasis on the later tragedies and romances. (Also listed as DRA 332.)
"
ENG ,ENG 303     ,Shakespeare in London  ,A,UG16,
ENG ,ENG 305     ,Lit. Criticism:Theory & Practice  ,A,UG16,"What is literature? What is literature good for? What makes a work of literature good? What does it mean to ""interpret"" a literary work? What makes a particular interpretation good? These are some of the great questions addressed by literary theory, from Plato to the present. In this course we will read and discuss some classic responses to these questions, and we will consider as well such recent critical approaches as the New Criticism, reader response theory, Marxist criticism, feminist criticism, psychoanalytic criticism, structuralism, deconstruction, new historicism, and cultural studies. The course has two aims: first, to help us become more aware of what we do, and why we do it, when we study literature; and, second, to help us write better literary criticism ourselves, as we apply a range of methods to the works we study.
"
,,,,,
,,,,,
,,,,,
ENG ,ENG 306     ,History of the English Language  ,A,UG16,"A history of the English language, from its roots in Indo-European to the present day. Individual student projects focus on such topics as Black English, Kentucky English, slang, gender bias in language, and the history of dirty words.
"
,,,,,
ENG ,ENG 310     ,Shakespeare & Film  ,A,UG16,"This course investigates the poetic and dramatic values of Shakespeare's plays and examines the way filmmakers have translated (or entirely replaced) these values as they produce works for the screen. After a brief survey of the history of Shakespearean films, the focus of the course will be on cinematic treatments of King Lear, such as Brook's (1971) and Godard's (1987) films of the same name, Kozintsev's Korol Lir (1969) and Kurosawa's Ran (1985).
"
,,,,,
,,,,,
ENG ,ENG 311     ,Renaissance Women Writers  ,A,UG16,"Readings of a variety of writings (poetry, prose, drama) by early modern women such as Elizabeth I, Mary Sidney, Mary Wroth, Elizabeth Cary, Amelia Lanier, Anne Bradstreet, Rachel Speght, and Anne Finch. After a brief survey of the traditions in or against which early female authors worked, the course explores some of the following cultural issues addressed by them: women's education, attacks on and defenses of womankind, love, religion, and duty. As time permits, we will also examine images of women in early modern art and public discourse and the role of the internet in the study of Renaissance women writer's works. Careful analysis of literary forms and techniques and of the relationship between gender and cultural history are twin foci of this course.
"
,,,,,
,,,,,
,,,,,
ENG ,ENG 312     ,Montaigne & Shakespeare  ,A,UG16,"A study, in alternation, of four mature essays by Michel de Montaigne and four mature plays by William Shakespeare; comparison between the private and digressive world of Montaigne and the public and dramatic world of Shakespeare; discussion of the problematic question of Montaigne's influence on Shakespeare. Offered in London.
"
,,,,,
ENG ,ENG 313     ,Chaucer  ,A,UG16,"Selected works from Chaucer's early poetry, Troilus and Criseyde, and The Canterbury Tales, read in Middle English. 
"
ENG ,ENG 314     ,Paradise Lost  ,A,UG16,"An intensive study of Milton 's Paradise Lost. 
"
ENG ,ENG 315     ,The Romance of Arthur  ,A,UG16,"A study of the literature surrounding the figure of King Arthur and the knights of the Round Table, from its origins in the early Middle Ages to the present. Readings drawn from such works as the Arthurian romances of Chretien de Troyes, the Middle English verse romance Gawain and the Green Knight, Malory's Morte Darthur, Tennyson's Idylls of the King, Twain's A Connecticut Yankee in King Arthur's Court , and Marion Zimmer Bradley's The Mists of Avalon. We will also consider offshoots of Arthurian legend in the visual arts, opera, and such films as Excalibur, The Fisher King, and Monty Python and the Holy Grail."
,,,,,
,,,,,
ENG ,ENG 316     ,Renaissance Poetry  ,A,UG16,"This class studies the great efflorescence of lyric poetry in the 16th and early 17th centuries, including poems from a variety of lyric modes--song, love poem, elegy, contemplative poem--as well as key ways poets of the period engaged and transformed the themes, genres, and styles they inherited from the classical tradition and from earlier English and Italian poets.
"
,,,,,
,,,,,
ENG ,ENG 317     ,The English Sonnet  ,A,UG16,"An investigation of the sonnet form, from its origins to the present day, with a strong emphasis on the Renaissance. Students will get intensive practice in the skills of close reading and poetic interpretation, while engaging eternal themes such as love, death, language, and freedom. Poets studied include Shakespeare, Spenser, Sidney, Donne, Milton, and many more."
,,,,,
,,,,,
ENG ,ENG 318     ,Revenge Drama  ,A,UG16,
